TIMESTAMP,X POSITION,Y POSITION
000005300,1442.963,343.4366
000005317,1442.11,343.0098
000005333,1441.256,342.5488
000005350,1440.403,342.0094
000005367,1439.557,341.421
000005383,1438.713,340.8033
000005400,1437.887,340.1783
000005417,1437.052,339.4523
000005433,1436.19,338.658
000005450,1435.309,337.826
000005467,1434.455,336.9631
000005483,1433.576,336.0588
000005500,1432.667,335.1057
000005517,1431.722,334.0728
000005533,1430.758,333.0154
000005550,1429.782,331.9453
000005567,1428.765,330.8113
000005583,1427.71,329.6318
000005600,1426.585,328.4059
000005617,1425.447,327.1652
000005633,1424.293,325.9057
000005650,1423.063,324.5729
000005667,1421.772,323.2028
000005683,1420.413,321.7918
000005700,1419.034,320.4022
000005717,1417.599,318.9712
000005733,1416.041,317.4483
000005750,1414.408,315.8911
000005767,1412.707,314.3002
000005783,1410.939,312.6993
000005800,1409.108,311.0986
000005817,1407.162,309.4355
000005833,1405.012,307.6747
000005850,1402.834,305.9355
000005867,1400.515,304.1335
000005883,1398.045,302.2632
000005900,1395.329,300.3391
000005917,1392.498,298.3863
000005933,1389.58,296.4431
000005950,1386.437,294.4313
000005967,1383.095,292.3593
000005983,1379.435,290.2379
000006000,1375.643,288.0965
000006017,1371.725,285.9268
000006033,1367.35,283.7
000006050,1362.775,281.4301
000006067,1357.963,279.1552
000006083,1352.911,276.8931
000006100,1347.442,274.5389
000006117,1341.585,272.0927
000006133,1335.36,269.6573
000006150,1328.843,267.2201
000006167,1322.002,264.7369
000006183,1314.493,262.1934
000006200,1306.691,259.7548
000006217,1298.455,257.248
000006233,1289.55,254.6757
000006250,1280.062,252.054
000006267,1269.941,249.4897
000006283,1259.116,246.8744
000006300,1247.707,244.3082
000006317,1235.856,241.7635
000006333,1223.048,239.3077
000006350,1209.865,236.8981
000006367,1195.873,234.5035
000006383,1180.823,232.1335
000006400,1164.997,229.8602
000006417,1149.151,227.8134
000006433,1131.749,225.8021
000006450,1113.883,223.9487
000006467,1095.593,222.2643
000006483,1076.573,220.7324
000006500,1057.099,219.504
000006517,1036.715,218.4402
000006533,1015.869,217.6462
000006550,994.4886,217.1248
000006567,972.3681,216.8455
000006583,950.1014,216.9754
000006600,927.9572,217.3641
000006617,905.337,218.0887
000006633,882.1393,219.2058
000006650,858.7631,220.6627
000006667,836.3,222.4719
000006683,813.4436,224.6156
000006700,790.807,227.0507
000006717,768.8736,229.7
000006733,746.2056,232.963
000006750,724.0874,236.6612
000006767,702.9036,240.638
000006783,682.3842,244.8587
000006800,661.8379,249.4552
000006817,642.0981,254.4946
000006833,622.8254,259.8058
000006850,604.4859,265.3677
000006867,587.2867,271.1666
000006883,570.8042,277.2336
000006900,555.1156,283.6066
000006917,539.8968,290.2997
000006933,525.4908,297.1283
000006950,512.1554,303.9555
000006967,499.8127,310.929
000006983,487.846,318.3974
000007000,477.2165,325.7834
000007017,467.614,333.1224
000007033,458.6789,340.5569
000007050,450.1945,348.3342
000007067,443.047,355.7899
000007083,436.2239,363.5618
000007100,430.2141,371.1238
000007117,425.0133,378.4539
000007133,420.1768,386.1647
000007150,416.2522,393.5443
000007167,412.8442,401.0633
000007183,410.0646,408.4805
000007200,407.8343,415.8139
000007217,406.1161,423.1705
000007233,405.0995,430.2661
000007250,404.6145,437.2796
000007267,404.7283,444.3654
000007283,405.4171,451.3088
000007300,406.5341,457.9213
000007317,408.1165,464.492
000007333,410.1744,470.8794
000007350,412.6757,477.3118
000007367,415.5456,483.5656
000007383,418.6685,489.4807
000007400,422.1597,495.2608
000007417,426.0248,500.8781
000007433,430.2623,506.2823
000007450,434.8094,511.4879
000007467,493.7888,501.0175
000007483,498.5337,504.165
000007500,503.235,507.3253
000007517,507.8514,510.4878
000007533,512.3987,513.6503
000007550,516.9216,516.8264
000007567,521.513,520.1123
000007583,525.7039,523.1592
000007600,529.9773,526.3147
000007617,534.2975,529.5389
000007633,538.5059,532.6936
000007650,542.6354,535.8541
000007667,546.6141,538.9304
000007683,550.5882,542.0321
000007700,554.5995,545.192
000007717,558.5809,548.3691
000007733,562.4904,551.5188
000007750,566.3689,554.7061
000007767,570.2684,557.9218
000007783,574.2045,561.1656
000007800,578.0641,564.4485
000007817,581.9013,567.6841
000007833,585.7306,570.9568
000007850,589.5427,574.2394
000007867,593.3455,577.5097
000007883,597.2151,580.9002
000007900,601.0613,584.2793
000007917,604.9555,587.6787
000007933,608.8724,591.1028
000007950,612.7708,594.549
000007967,616.6738,597.9727
000007983,620.7148,601.4792
000008000,624.8073,605.0017
000008017,628.8978,608.5033
000008033,632.9557,611.9666
000008050,637.2573,615.5457
000008067,641.4672,618.986
000008083,645.745,622.4055
000008100,650.1976,625.8766
000008117,654.7347,629.354
000008133,659.3361,632.7821
000008150,664.072,636.2158
000008167,668.8436,639.584
000008183,673.5526,642.8322
000008200,678.5443,646.1574
000008217,683.6736,649.49
000008233,688.9526,652.8064
000008250,694.3727,656.1105
000008267,699.9102,659.4305
000008283,705.6077,662.7345
000008300,711.3922,666.0427
000008317,717.3613,669.3421
000008333,723.4915,672.6165
000008350,729.5598,675.8273
000008367,736.0336,679.1937
000008383,742.7672,682.5771
000008400,749.6321,685.9514
000008417,756.573,689.3383
000008433,764.1447,692.9673
000008450,771.5684,696.459
000008467,779.2231,699.962
000008483,787.2261,703.5397
000008500,795.619,707.2609
000008517,804.1453,710.9996
000008533,813.0204,714.735
000008550,822.1901,718.5175
000008567,831.6624,722.3646
000008583,841.5148,726.2725
000008600,851.6467,730.1074
000008617,862.2563,733.9111
000008633,873.3344,737.6649
000008650,884.7966,741.317
000008667,896.3768,744.7189
000008683,908.7626,748.0338
000008700,921.3264,751.0383
000008717,934.3008,753.8345
000008733,948.2916,756.5229
000008750,962.3809,758.7209
000008767,976.9107,760.6305
000008783,991.999,762.249
000008800,1007.907,763.4798
000008817,1024.123,764.0165
000008833,1040.943,764.1848
000008850,1058.376,763.916
000008867,1075.676,762.812
000008883,1093.308,761.1251
000008900,1111.637,758.8694
000008917,1130.886,755.9285
000008933,1151.026,752.0906
000008950,1170.577,747.6897
000008967,1190.17,742.5485
000008983,1209.94,736.6685
000009000,1230.063,729.9606
000009017,1250.837,722.0365
000009033,1270.279,713.6135
000009050,1290.28,704.0511
000009067,1310.272,693.6312
000009083,1330.056,682.4063
000009100,1349.512,670.3641
000009117,1367.378,658.1362
000009133,1385.587,644.699
000009150,1403.153,630.4901
000009167,1419.594,615.9583
000009183,1435.114,601.0598
000009200,1450.258,585.1915
000009217,1463.989,568.8823
000009233,1476.144,552.9453
000009250,1487.482,536.5596
000009267,1497.829,519.7787
000009283,1506.863,503.0225
000009300,1514.691,486.5699
000009317,1520.674,471.0172
000009333,1525.677,455.1851
000009350,1529.559,439.4167
000009367,1532.225,424.16
000009383,1533.706,409.5893
000009400,1533.601,395.4486
000009417,1532.698,381.624
000009433,1530.322,368.4734
000009450,1526.638,356.0997
000009467,1521.195,344.4956
000009483,1514.761,334.1537
000009500,1507.264,324.3198
000009517,1498.702,315.0321
000009533,1489.346,306.5234
000009550,1479.072,298.909
000009567,1467.831,292.0504
000009583,1455.741,285.7542
000009600,1443.094,280.0777
000009617,1430.156,275.1054
000009633,1417.042,270.8443
000009650,1403.983,267.3966
000009667,1390.096,264.3062
000009683,1376.375,261.8013
000009700,1362.876,259.8323
000009717,1349.23,258.2935
000009733,1335.552,257.3977
000009750,1321.768,257.1174
000009767,1307.969,257.2964
000009783,1294.23,257.8873
000009800,1280.624,258.929
000009817,1266.504,260.532
000009833,1253.026,262.5258
000009850,1239.763,264.9581
000009867,1226.554,267.8124
000009883,1213.337,270.9741
000009900,1199.984,275.0031
000009917,1186.646,279.3568
000009933,1173.654,283.915
000009950,1160.887,288.7103
000009967,1147.662,294.0947
000009983,1134.235,300.06
000010000,1121.202,306.1763
000010017,1108.392,312.4973
000010033,1095.617,319.0982
000010050,1082.529,326.0505
000010067,1069.635,333.2278
000010083,1058.17,339.779
000010100,1049.17,345.023
000010117,1042.12,355.1086
000010133,1035.699,367.8295
000010150,1029.591,382.4338
000010167,1023.772,395.3634
000010183,1017.691,408.5151
000010200,1011.401,421.6148
000010217,1004.922,434.5057
000010233,998.2842,447.1208
000010250,991.1863,459.9514
000010267,984.0058,472.2288
000010283,976.4536,484.4819
000010300,968.5343,496.6531
000010317,960.3877,508.5314
000010333,952.1811,519.8832
000010350,943.9412,530.5963
000010367,935.2954,541.2596
000010383,926.4955,551.4853
000010400,917.7386,561.1372
000010417,909.0617,570.3274
000010433,900.0045,579.4447
000010450,891.2789,587.8068
000010467,882.4772,595.8989
000010483,873.8584,603.4889
000010500,865.4714,610.5317
000010517,856.7867,617.3518
000010533,848.1272,623.6993
000010550,839.9698,629.3939
000010567,831.8367,634.83
000010583,823.6588,640.0129
000010600,815.6677,644.7584
000010617,808.1041,648.9926
000010633,800.4354,652.9683
000010650,793.1691,656.5124
000010667,786.1796,659.7236
000010683,779.2835,662.6879
000010700,772.2985,665.4097
000010717,765.8544,667.6963
000010733,759.4328,669.7642
000010750,753.1889,671.5361
000010767,747.217,673.001
000010783,741.2386,674.2647
000010800,735.602,675.2055
000010817,729.9992,675.9454
000010833,724.6102,676.4834
000010850,719.4758,676.835
000010867,714.5002,676.9888
000010883,709.7253,676.9598
000010900,704.898,676.75
000010917,700.2445,676.3864
000010933,695.8143,675.8774
000010950,691.5249,675.1888
000010967,687.4421,674.3752
000010983,683.4139,673.4171
000011000,679.5482,672.3671
000011017,675.8671,671.2598
000011033,672.1241,669.9812
000011050,668.5717,668.5642
000011067,665.1576,667.0967
000011083,661.8768,665.5862
000011100,658.7465,664.0049
000011117,655.6956,662.3547
000011133,652.6691,660.6322
000011150,649.7228,658.8232
000011167,646.9152,656.944
000011183,644.2529,655.0781
000011200,641.589,653.1285
000011217,639.0564,651.1788
000011233,636.6335,649.2081
000011250,634.1881,647.0906
000011267,631.9327,645.0733
000011283,629.7422,643.0139
000011300,627.5786,640.9094
000011317,625.4082,638.7599
000011333,623.3449,636.5533
000011350,621.4247,634.437
000011367,619.5319,632.3093
000011383,617.6425,630.1331
000011400,615.8154,627.9275
000011417,614.0555,625.7697
000011433,612.3646,623.5712
000011450,610.7473,621.3861
000011467,609.2029,619.2667
000011483,607.715,617.0874
000011500,606.2527,614.8495
000011517,604.8983,612.6494
000011533,603.6268,610.4604
000011550,602.3977,608.2181
000011567,601.2859,605.9634
000011583,600.2975,603.8065
000011600,599.3691,601.5603
000011617,598.5292,599.2587
000011633,597.8166,596.9638
000011650,597.2528,594.7103
000011667,596.8024,592.356
000011683,596.4683,590.0847
000011700,596.2533,587.7515
000011717,596.1572,585.3763
000011733,596.1626,583.0533
000011750,596.2964,580.7798
000011767,596.5895,578.4055
000011783,596.9956,576.1076
000011800,597.5182,573.8007
000011817,598.1671,571.4674
000011833,598.9128,569.2528
000011850,599.8577,566.9374
000011867,600.8781,564.7208
000011883,602.051,562.4707
000011900,603.3804,560.1947
000011917,604.7832,557.9963
000011933,606.3684,555.8923
000011950,608.0886,553.7595
000011967,609.9209,551.6653
000011983,611.8638,549.6109
000012000,613.9291,547.5679
000012017,616.147,545.5434
000012033,3234.493,1395.226
000012050,3123.015,1350.225
000012067,3014.024,1305.709
000012083,2911.723,1263.355
000012100,2810.286,1220.758
000012117,2715.337,1180.336
000012133,2626.136,1141.808
000012150,2540.595,1104.238
000012167,2458.373,1067.511
000012183,2380.895,1032.513
000012200,2306.805,998.6235
000012217,2234.869,965.2295
000012233,2169.886,934.4145
000012250,2108.215,904.7979
000012267,2048.577,875.8093
000012283,1991.117,847.529
000012300,1939.923,821.9806
000012317,1889.239,796.1054
000012333,1842.336,771.8065
000012350,1799.069,749.0918
000012367,1758.45,727.4459
000012383,1718.471,705.8322
000012400,1682.081,685.7811
000012417,1648.38,666.8907
000012433,1616.501,648.7582
000012450,1585.413,630.9677
000012467,1557.202,614.5397
000012483,1530.422,598.7275
000012500,1504.904,583.4666
000012517,1481.841,569.493
000012533,1459.942,555.9878
000012550,1438.99,542.9124
000012567,1419.302,530.4526
000012583,1401.325,518.8864
000012600,1383.648,507.2204
000012617,1367.559,496.4202
000012633,1352.432,486.1264
000012650,1337.936,476.1071
000012667,1324.831,466.7538
000012683,1312.277,457.6418
000012700,1300.39,448.8548
000012717,1289.311,440.501
000012733,1279.234,432.7248
000012750,1269.303,424.9182
000012767,1259.975,417.3799
000012783,1251.382,410.2417
000012800,1243.466,403.5109
000012817,1235.674,396.7378
000012833,1228.648,390.4732
000012850,1221.979,384.4219
000012867,1215.579,378.4962
000012883,1209.571,372.6852
000012900,1203.846,367.0568
000012917,1198.62,361.7574
000012933,1193.769,356.7205
000012950,1189.171,351.8751
000012967,1184.645,346.9062
000012983,1180.573,342.325
000013000,1176.745,337.9388
000013017,1173.064,333.6489
000013033,1169.536,329.3922
000013050,1166.247,325.2942
000013067,1163.219,321.437
000013083,1160.347,317.7161
000013100,1157.493,313.9677
000013117,1154.986,310.5494
000013133,1152.531,307.1817
000013150,1150.174,303.9014
000013167,1147.94,300.7291
000013183,1145.829,297.663
000013200,1143.803,294.7391
000013217,1141.857,291.8741
000013233,1140.005,289.1013
000013250,1138.249,286.4438
000013267,1136.55,283.8542
000013283,1134.924,281.3552
000013300,1133.36,278.9074
000013317,1131.867,276.5496
000013333,1130.458,274.3403
000013350,1129.046,272.0878
000013367,1127.724,269.9558
000013383,1126.436,267.8961
000013400,1125.153,265.8809
000013417,1123.923,263.9556
000013433,1122.726,262.0618
000013450,1121.569,260.2352
000013467,1120.44,258.4688
000013483,1119.329,256.7458
000013500,1118.23,255.0361
000013517,1117.187,253.4403
000013533,1116.131,251.8381
000013550,1115.099,250.2834
000013567,1114.11,248.816
000013583,1113.11,247.387
000013600,1112.102,245.914
000013617,1111.158,244.5505
000013633,1110.229,243.2255
000013650,1109.28,241.8928
000013667,1108.332,240.593
000013683,1107.397,239.3395
000013700,1106.474,238.1097
000013717,1105.576,236.9252
000013733,1104.713,235.8051
000013750,1103.802,234.6637
000013767,1102.911,233.5513
000013783,1102.052,232.4894
000013800,1101.21,231.4656
000013817,1100.337,230.4316
000013833,1099.482,229.4254
000013850,1098.625,228.4419
000013867,1097.794,227.5018
000013883,1096.999,226.6073
000013900,1096.143,225.6837
000013917,1095.349,224.8218
000013933,1094.549,223.9615
000013950,1093.728,223.0984
000013967,1092.905,222.2614
000013983,1092.146,221.5031
000014000,1091.364,220.7327
000014017,1090.574,219.9751
000014033,1089.797,219.2528
000014050,1089.064,218.5709
000014067,1088.301,217.9026
000014083,1087.553,217.2529
000014100,1086.828,216.6265
000014117,1086.122,216.0296
000014133,1085.426,215.4827
000014150,1084.736,214.9419
000014167,1084.059,214.4277
000014183,1083.397,213.9373
000014200,1082.749,213.4515
000014217,1082.074,212.9893
000014233,1081.441,212.5483
000014250,1080.841,212.1401
000014267,1080.261,211.754
000014283,1079.678,211.368
000014300,1079.099,210.9896
000014317,1078.558,210.6409
000014333,1078.031,210.3052
000014350,1077.508,209.9745
000014367,1077.036,209.66
000014383,2613.157,114.4806
000014400,2514.582,124.1699
000014417,2421.63,133.2977
000014433,2329.626,142.4122
000014450,2247.56,150.5906
000014467,2169.09,158.4542
000014483,2092.944,166.0875
000014500,2019.161,173.4486
000014517,1950.938,180.3195
000014533,1888.428,186.5398
000014550,1827.807,192.6148
000014567,1768.572,198.6028
000014583,1711.771,204.3408
000014600,1658.334,209.6923
000014617,1606.582,214.8583
000014633,1558.077,219.7061
000014650,1512.611,224.259
000014667,1465.993,228.8861
000014683,1424.77,232.9744
000014700,1383.321,237.1009
000014717,1343.249,241.0792
000014733,1306.129,244.7252
000014750,1270.458,248.1729
000014767,1236.182,251.5607
000014783,1202.475,254.8682
000014800,1170.392,257.9764
000014817,1140.355,260.8651
000014833,1110.927,263.7377
000014850,1083.167,266.4185
000014867,1055.888,269.0229
000014883,1029.77,271.5026
000014900,1005.067,273.8558
000014917,980.9297,276.1854
000014933,958.6685,278.279
000014950,936.6967,280.4075
000014967,915.4421,282.4658
000014983,895.1735,284.4028
000015000,875.9099,286.2354
000015017,857.5669,287.9977
000015033,839.8741,289.7052
000015050,822.2804,291.4151
000015067,805.7949,293.0516
000015083,790.2836,294.6217
000015100,775.4732,296.101
000015117,761.0387,297.5693
000015133,746.8179,299.0835
000015150,733.4653,300.4799
000015167,720.9203,301.8331
000015183,708.861,303.1688
000015200,696.9738,304.4684
000015217,686.0948,305.7284
000015233,675.5019,306.9859
000015250,665.312,308.2426
000015267,655.798,309.451
000015283,646.4307,310.6501
000015300,637.2916,311.8327
000015317,628.8035,313.022
000015333,620.8813,314.1479
000015350,613.2346,315.2654
000015367,605.8729,316.4285
000015383,599.0676,317.5071
000015400,592.4606,318.5747
000015417,586.0907,319.6544
000015433,580.0056,320.7656
000015450,574.3989,321.8147
000015467,569.0974,322.8265
000015483,564.0397,323.8938
000015500,559.3146,324.9112
000015517,554.9126,325.8799
000015533,550.6501,326.8995
000015550,546.6285,327.8984
000015567,542.9954,328.8606
000015583,539.5432,329.855
000015600,536.2517,330.8518
000015617,533.2575,331.8354
000015633,530.5,332.79
000015650,527.9765,333.7392
000015667,525.6592,334.6871
000015683,523.5822,335.5967
000015700,521.7817,336.4343
000015717,520.1364,337.3108
000015733,518.7195,338.1594
000015750,517.5336,338.9763
000015767,516.5325,339.7695
000015783,515.7039,340.5402
000015800,515.0688,341.285
000015817,514.6807,341.9991
000015833,514.4744,342.7155
000015850,514.433,343.398
000015867,514.5494,344.0532
000015883,514.8541,344.7058
000015900,515.2913,345.3232
000015917,516.0059,345.9324
000015933,516.8293,346.5326
000015950,517.8438,347.1321
000015967,518.9661,347.685
000015983,520.2168,348.2344
000016000,521.6268,348.7856
000016017,523.1863,349.3349
000016033,524.7644,349.8685
000016050,526.5156,350.4079
000016067,528.4009,350.9707
000016083,530.3627,351.5175
000016100,532.3655,352.0486
000016117,534.4239,352.6063
000016133,536.7311,353.1985
000016150,539.0151,353.7727
000016167,541.4131,354.3698
000016183,543.8857,354.9915
000016200,546.2917,355.6133
000016217,548.749,356.2462
000016233,551.2231,356.9008
000016250,553.7843,357.6023
000016267,556.4001,358.3282
000016283,558.9893,359.0342
000016300,561.6394,359.8081
000016317,564.2134,360.5593
000016333,566.8361,361.3283
000016350,569.5592,362.1309
000016367,572.3304,362.9475
000016383,575.134,363.7725
000016400,577.9124,364.5794
000016417,580.7211,365.392
000016433,583.6441,366.2439
000016450,586.5051,367.0392
000016467,589.4698,367.8614
000016483,592.4592,368.6753
000016500,595.4301,369.4638
000016517,598.4543,370.251
000016533,601.5922,371.0421
000016550,604.7324,371.8181
000016567,607.8744,372.5783
000016583,611.0908,373.3333
000016600,614.4094,374.0873
000016617,617.6348,374.8044
000016633,620.8752,375.5067
000016650,624.2082,376.209
000016667,627.6498,376.9063
000016683,631.0531,377.5766
000016700,634.4877,378.2321
000016717,637.9879,378.8766
000016733,641.5629,379.4945
000016750,645.0427,380.0688
000016767,648.5728,380.6279
000016783,652.2264,381.1832
